,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Subject:L_Asis,Subject:L_Asis,Subject:L_Asis,Subject:L_Bar1,Subject:L_Bar1,Subject:L_Bar1,Subject:L_Bar2,Subject:L_Bar2,Subject:L_Bar2,Subject:L_Heel,Subject:L_Heel,Subject:L_Heel,Subject:L_Knee1,Subject:L_Knee1,Subject:L_Knee1,Subject:L_Mall,Subject:L_Mall,Subject:L_Mall,Subject:L_Met,Subject:L_Met,Subject:L_Met,Subject:R_Asis,Subject:R_Asis,Subject:R_Asis,Subject:R_Bar1,Subject:R_Bar1,Subject:R_Bar1,Subject:R_Bar2,Subject:R_Bar2,Subject:R_Bar2,Subject:R_Heel,Subject:R_Heel,Subject:R_Heel,Subject:R_Knee1,Subject:R_Knee1,Subject:R_Knee1,Subject:R_Mall,Subject:R_Mall,Subject:R_Mall,Subject:R_Met,Subject:R_Met,Subject:R_Met,Subject:Sacrum,Subject:Sacrum,Subject:Sacrum
,ID,"8B1EA9C3115F11EA18CB19F91684FC85","8B1EA9C3115F11EA18CB19F91684FC85","8B1EA9C3115F11EA18CB19F91684FC85","8B1EA9C4115F11EA18CB19F91684FC85","8B1EA9C4115F11EA18CB19F91684FC85","8B1EA9C4115F11EA18CB19F91684FC85","8B1EA9C6115F11EA18CB19F91684FC85","8B1EA9C6115F11EA18CB19F91684FC85","8B1EA9C6115F11EA18CB19F91684FC85","917FFD62115F11EA18CB19F91684FC85","917FFD62115F11EA18CB19F91684FC85","917FFD62115F11EA18CB19F91684FC85","8B1EA9C5115F11EA18CB19F91684FC85","8B1EA9C5115F11EA18CB19F91684FC85","8B1EA9C5115F11EA18CB19F91684FC85","917FFD61115F11EA18CB19F91684FC85","917FFD61115F11EA18CB19F91684FC85","917FFD61115F11EA18CB19F91684FC85","917FFD63115F11EA18CB19F91684FC85","917FFD63115F11EA18CB19F91684FC85","917FFD63115F11EA18CB19F91684FC85","917FFD64115F11EA18CB19F91684FC85","917FFD64115F11EA18CB19F91684FC85","917FFD64115F11EA18CB19F91684FC85","917FFD65115F11EA18CB19F91684FC85","917FFD65115F11EA18CB19F91684FC85","917FFD65115F11EA18CB19F91684FC85","9B6B958A115F11EA18CB19F91684FC85","9B6B958A115F11EA18CB19F91684FC85","9B6B958A115F11EA18CB19F91684FC85","9B6B958C115F11EA18CB19F91684FC85","9B6B958C115F11EA18CB19F91684FC85","9B6B958C115F11EA18CB19F91684FC85","917FFD66115F11EA18CB19F91684FC85","917FFD66115F11EA18CB19F91684FC85","917FFD66115F11EA18CB19F91684FC85","9B6B958B115F11EA18CB19F91684FC85","9B6B958B115F11EA18CB19F91684FC85","9B6B958B115F11EA18CB19F91684FC85","9B6B958D115F11EA18CB19F91684FC85","9B6B958D115F11EA18CB19F91684FC85","9B6B958D115F11EA18CB19F91684FC85","8B1EA9C2115F11EA18CB19F91684FC85","8B1EA9C2115F11EA18CB19F91684FC85","8B1EA9C2115F11EA18CB19F91684FC85"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
109,1.090000,0.094867,0.980733,-0.168710,0.185420,0.696565,-0.206874,0.167047,0.336310,-0.261060,0.089954,0.057978,-0.370515,0.133251,0.500963,-0.232093,0.131383,0.069117,-0.313301,0.077260,0.039293,-0.162328,-0.193176,0.977123,-0.149568,-0.279569,0.696595,-0.223332,-0.260968,0.322862,-0.259257,-0.168232,0.052985,-0.367305,-0.228956,0.518026,-0.242617,-0.211715,0.079696,-0.306370,-0.156586,0.036910,-0.152440,-0.062829,0.992961,-0.371314
110,1.100000,0.094510,0.980858,-0.168837,0.185172,0.696634,-0.206858,0.166899,0.336368,-0.260985,0.089931,0.058013,-0.370522,0.133058,0.500945,-0.231997,0.131363,0.069150,-0.313291,0.077282,0.039337,-0.162338,-0.193534,0.977156,-0.149651,-0.279750,0.696484,-0.223182,-0.261057,0.322799,-0.258877,-0.168239,0.052990,-0.367303,-0.229230,0.518050,-0.242126,-0.211720,0.079657,-0.306340,-0.156596,0.036847,-0.152442,-0.063223,0.992925,-0.371425
111,1.110000,0.094134,0.980957,-0.168942,0.184906,0.696700,-0.206837,0.166739,0.336410,-0.260908,0.089917,0.058020,-0.370516,0.132857,0.500925,-0.231895,0.131347,0.069186,-0.313277,0.077297,0.039400,-0.162357,-0.193909,0.977192,-0.149736,-0.279924,0.696389,-0.223021,-0.261118,0.322699,-0.258494,-0.168244,0.052977,-0.367294,-0.229545,0.518119,-0.241628,-0.211726,0.079637,-0.306285,-0.156593,0.036810,-0.152468,-0.063628,0.992881,-0.371539
112,1.120000,0.093741,0.981022,-0.169033,0.184621,0.696763,-0.206811,0.166570,0.336444,-0.260827,0.089913,0.057999,-0.370496,0.132646,0.500912,-0.231797,0.131338,0.069203,-0.313254,0.077285,0.039435,-0.162369,-0.194305,0.977235,-0.149825,-0.280098,0.696314,-0.222855,-0.261152,0.322559,-0.258108,-0.168252,0.052956,-0.367283,-0.229801,0.518103,-0.241136,-0.211732,0.079635,-0.306213,-0.156566,0.036836,-0.152503,-0.064036,0.992820,-0.371655
113,1.130000,0.093339,0.981050,-0.169117,0.184316,0.696826,-0.206781,0.166401,0.336475,-0.260741,0.089906,0.057980,-0.370474,0.132423,0.500912,-0.231703,0.131331,0.069193,-0.313228,0.077243,0.039429,-0.162372,-0.194721,0.977286,-0.149922,-0.280278,0.696242,-0.222676,-0.261154,0.322375,-0.257717,-0.168265,0.052945,-0.367271,-0.229969,0.517971,-0.240643,-0.211731,0.079636,-0.306144,-0.156554,0.036903,-0.152517,-0.064442,0.992738,-0.371776
114,1.140000,0.092933,0.981048,-0.169202,0.184001,0.696884,-0.206746,0.166238,0.336505,-0.260652,0.089892,0.057977,-0.370458,0.132193,0.500923,-0.231613,0.131314,0.069173,-0.313215,0.077203,0.039390,-0.162361,-0.195153,0.977343,-0.150030,-0.280471,0.696155,-0.222472,-0.261118,0.322137,-0.257320,-0.168279,0.052956,-0.367256,-0.230113,0.517802,-0.240122,-0.211727,0.079625,-0.306084,-0.156558,0.036999,-0.152501,-0.064844,0.992635,-0.371901
115,1.150000,0.092528,0.981037,-0.169293,0.183683,0.696934,-0.206706,0.166080,0.336535,-0.260565,0.089877,0.057985,-0.370446,0.131957,0.500939,-0.231525,0.131297,0.069155,-0.313208,0.077181,0.039323,-0.162335,-0.195597,0.977401,-0.150153,-0.280676,0.696042,-0.222237,-0.261058,0.321864,-0.256902,-0.168289,0.052990,-0.367235,-0.230273,0.517639,-0.239553,-0.211723,0.079601,-0.306026,-0.156555,0.037091,-0.152475,-0.065247,0.992521,-0.372028
116,1.160000,0.092117,0.981039,-0.169389,0.183360,0.696985,-0.206660,0.165924,0.336568,-0.260483,0.089868,0.057997,-0.370439,0.131722,0.500955,-0.231431,0.131292,0.069145,-0.313200,0.077172,0.039250,-0.162301,-0.196047,0.977454,-0.150292,-0.280888,0.695901,-0.221976,-0.261013,0.321604,-0.256420,-0.168291,0.053030,-0.367211,-0.230448,0.517482,-0.238931,-0.211726,0.079564,-0.305954,-0.156543,0.037133,-0.152448,-0.065659,0.992406,-0.372159
117,1.170000,0.091681,0.981061,-0.169483,0.183022,0.697041,-0.206608,0.165767,0.336601,-0.260403,0.089864,0.058013,-0.370434,0.131490,0.500972,-0.231323,0.131294,0.069151,-0.313189,0.077174,0.039191,-0.162274,-0.196503,0.977497,-0.150448,-0.281104,0.695735,-0.221693,-0.260979,0.321352,-0.255860,-0.168291,0.053071,-0.367190,-0.230622,0.517318,-0.238253,-0.211734,0.079520,-0.305856,-0.156531,0.037107,-0.152422,-0.066093,0.992298,-0.372293
118,1.180000,0.091202,0.981098,-0.169567,0.182664,0.697101,-0.206548,0.165605,0.336633,-0.260317,0.089859,0.058034,-0.370432,0.131257,0.500990,-0.231199,0.131299,0.069170,-0.313171,0.077180,0.039158,-0.162257,-0.196966,0.977528,-0.150619,-0.281314,0.695550,-0.221391,-0.260904,0.321044,-0.255265,-0.168297,0.053117,-0.367171,-0.230782,0.517142,-0.237519,-0.211745,0.079475,-0.305738,-0.156530,0.037002,-0.152397,-0.066556,0.992192,-0.372432
119,1.190000,0.090674,0.981132,-0.169641,0.182284,0.697162,-0.206481,0.165434,0.336662,-0.260223,0.089853,0.058058,-0.370433,0.131025,0.501010,-0.231056,0.131302,0.069190,-0.313145,0.077190,0.039150,-0.162253,-0.197442,0.977549,-0.150801,-0.281518,0.695357,-0.221072,-0.260796,0.320690,-0.254649,-0.168308,0.053156,-0.367150,-0.230924,0.516948,-0.236724,-0.211753,0.079429,-0.305611,-0.156547,0.036841,-0.152383,-0.067050,0.992081,-0.372579
120,1.200000,0.090102,0.981145,-0.169705,0.181885,0.697222,-0.206408,0.165247,0.336688,-0.260115,0.089850,0.058068,-0.370427,0.130792,0.501030,-0.230897,0.131305,0.069199,-0.313105,0.077203,0.039171,-0.162261,-0.197936,0.977565,-0.150993,-0.281715,0.695176,-0.220733,-0.260727,0.320390,-0.253999,-0.168320,0.053182,-0.367121,-0.231057,0.516742,-0.235874,-0.211754,0.079382,-0.305484,-0.156558,0.036708,-0.152383,-0.067571,0.991959,-0.372736
121,1.210000,0.089494,0.981126,-0.169763,0.181477,0.697277,-0.206330,0.165041,0.336709,-0.259991,0.089852,0.058058,-0.370409,0.130554,0.501053,-0.230725,0.131302,0.069197,-0.313059,0.077216,0.039204,-0.162277,-0.198456,0.977577,-0.151199,-0.281911,0.695015,-0.220374,-0.260742,0.320180,-0.253298,-0.168332,0.053211,-0.367087,-0.231201,0.516548,-0.234978,-0.211749,0.079331,-0.305352,-0.156548,0.036651,-0.152389,-0.068111,0.991819,-0.372909
122,1.220000,0.088862,0.981072,-0.169823,0.181068,0.697324,-0.206249,0.164822,0.336727,-0.259849,0.089849,0.058049,-0.370390,0.130304,0.501081,-0.230538,0.131280,0.069198,-0.313035,0.077229,0.039210,-0.162281,-0.199004,0.977590,-0.151421,-0.282109,0.694851,-0.219986,-0.260839,0.320042,-0.252518,-0.168344,0.053252,-0.367051,-0.231365,0.516368,-0.234030,-0.211741,0.079277,-0.305215,-0.156533,0.036660,-0.152397,-0.068657,0.991663,-0.373111
123,1.230000,0.088221,0.980988,-0.169897,0.180665,0.697367,-0.206167,0.164603,0.336740,-0.259685,0.089836,0.058055,-0.370376,0.130042,0.501113,-0.230329,0.131244,0.069208,-0.313035,0.077234,0.039201,-0.162274,-0.199581,0.977606,-0.151659,-0.282311,0.694663,-0.219562,-0.261024,0.319980,-0.251625,-0.168357,0.053306,-0.367020,-0.231551,0.516179,-0.233015,-0.211731,0.079223,-0.305078,-0.156521,0.036727,-0.152403,-0.069198,0.991493,-0.373350
124,1.240000,0.087581,0.980875,-0.169988,0.180274,0.697416,-0.206081,0.164397,0.336750,-0.259494,0.089822,0.058071,-0.370366,0.129764,0.501145,-0.230092,0.131221,0.069219,-0.313041,0.077231,0.039215,-0.162278,-0.200180,0.977618,-0.151913,-0.282518,0.694443,-0.219096,-0.261254,0.319964,-0.250636,-0.168369,0.053379,-0.366995,-0.231774,0.515980,-0.231919,-0.211720,0.079168,-0.304933,-0.156509,0.036835,-0.152403,-0.069731,0.991312,-0.373626
125,1.250000,0.086933,0.980734,-0.170088,0.179891,0.697476,-0.205989,0.164209,0.336752,-0.259273,0.089818,0.058088,-0.370357,0.129473,0.501173,-0.229820,0.131219,0.069232,-0.313043,0.077236,0.039256,-0.162297,-0.200791,0.977616,-0.152183,-0.282727,0.694189,-0.218584,-0.261447,0.319921,-0.249611,-0.168377,0.053468,-0.366973,-0.232014,0.515755,-0.230741,-0.211715,0.079110,-0.304766,-0.156479,0.036946,-0.152389,-0.070268,0.991116,-0.373924
126,1.260000,0.086275,0.980599,-0.170199,0.179506,0.697549,-0.205886,0.164028,0.336744,-0.259020,0.089823,0.058105,-0.370346,0.129175,0.501195,-0.229503,0.131226,0.069249,-0.313036,0.077257,0.039306,-0.162318,-0.201408,0.977591,-0.152469,-0.282935,0.693896,-0.218016,-0.261575,0.319820,-0.248580,-0.168374,0.053564,-0.366951,-0.232232,0.515473,-0.229498,-0.211710,0.079045,-0.304587,-0.156416,0.037034,-0.152351,-0.070829,0.990904,-0.374218
127,1.270000,0.085630,0.980550,-0.170349,0.179107,0.697636,-0.205768,0.163846,0.336721,-0.258732,0.089831,0.058125,-0.370330,0.128880,0.501218,-0.229142,0.131229,0.069267,-0.313017,0.077288,0.039355,-0.162338,-0.202030,0.977542,-0.152768,-0.283154,0.693582,-0.217400,-0.261657,0.319668,-0.247543,-0.168362,0.053665,-0.366928,-0.232434,0.515141,-0.228207,-0.211701,0.078973,-0.304408,-0.156346,0.037085,-0.152312,-0.071432,0.990683,-0.374515
128,1.280000,0.085007,0.980631,-0.170561,0.178682,0.697732,-0.205633,0.163654,0.336675,-0.258408,0.089838,0.058150,-0.370312,0.128593,0.501250,-0.228741,0.131220,0.069283,-0.312982,0.077323,0.039414,-0.162359,-0.202661,0.977468,-0.153074,-0.283398,0.693266,-0.216752,-0.261714,0.319462,-0.246501,-0.168350,0.053763,-0.366906,-0.232643,0.514793,-0.226886,-0.211696,0.078903,-0.304235,-0.156314,0.037053,-0.152295,-0.072080,0.990456,-0.374830
129,1.290000,0.084366,0.980796,-0.170818,0.178231,0.697827,-0.205483,0.163452,0.336601,-0.258042,0.089839,0.058173,-0.370290,0.128313,0.501286,-0.228301,0.131201,0.069296,-0.312932,0.077348,0.039455,-0.162369,-0.203311,0.977374,-0.153384,-0.283667,0.692938,-0.216092,-0.261770,0.319203,-0.245464,-0.168337,0.053843,-0.366883,-0.232887,0.514478,-0.225556,-0.211700,0.078832,-0.304072,-0.156311,0.036974,-0.152290,-0.072760,0.990217,-0.375174
130,1.300000,0.083676,0.980938,-0.171063,0.177760,0.697913,-0.205318,0.163251,0.336505,-0.257638,0.089832,0.058193,-0.370265,0.128034,0.501294,-0.227817,0.131179,0.069303,-0.312868,0.077346,0.039435,-0.162358,-0.203988,0.977264,-0.153693,-0.283955,0.692564,-0.215445,-0.261837,0.318897,-0.244449,-0.168330,0.053899,-0.366853,-0.233191,0.514230,-0.224248,-0.211715,0.078763,-0.303923,-0.156297,0.036953,-0.152282,-0.073459,0.989961,-0.375541
131,1.310000,0.082943,0.981009,-0.171272,0.177283,0.697986,-0.205139,0.163057,0.336401,-0.257207,0.089813,0.058217,-0.370242,0.127751,0.501261,-0.227292,0.131153,0.069311,-0.312807,0.077314,0.039372,-0.162338,-0.204693,0.977139,-0.153998,-0.284265,0.692147,-0.214830,-0.261913,0.318561,-0.243466,-0.168342,0.053935,-0.366820,-0.233565,0.514057,-0.222983,-0.211740,0.078699,-0.303788,-0.156253,0.037039,-0.152272,-0.074168,0.989680,-0.375908
132,1.320000,0.082194,0.981015,-0.171459,0.176811,0.698044,-0.204944,0.162874,0.336296,-0.256757,0.089784,0.058249,-0.370221,0.127464,0.501217,-0.226747,0.131113,0.069327,-0.312766,0.077272,0.039327,-0.162328,-0.205421,0.977000,-0.154298,-0.284601,0.691718,-0.214251,-0.262020,0.318246,-0.242510,-0.168368,0.053958,-0.366789,-0.233975,0.513916,-0.221783,-0.211776,0.078640,-0.303664,-0.156198,0.037190,-0.152263,-0.074875,0.989373,-0.376262
133,1.330000,0.081437,0.980960,-0.171628,0.176349,0.698092,-0.204738,0.162699,0.336199,-0.256282,0.089749,0.058290,-0.370203,0.127176,0.501177,-0.226188,0.131075,0.069352,-0.312742,0.077238,0.039325,-0.162332,-0.206168,0.976843,-0.154594,-0.284958,0.691291,-0.213708,-0.262176,0.317980,-0.241587,-0.168398,0.053972,-0.366761,-0.234311,0.513700,-0.220686,-0.211835,0.078586,-0.303536,-0.156161,0.037324,-0.152261,-0.075572,0.989047,-0.376598
134,1.340000,0.080669,0.980842,-0.171769,0.175898,0.698138,-0.204520,0.162528,0.336118,-0.255787,0.089716,0.058340,-0.370188,0.126891,0.501134,-0.225607,0.131054,0.069377,-0.312719,0.077214,0.039347,-0.162347,-0.206923,0.976674,-0.154879,-0.285349,0.690891,-0.213219,-0.262356,0.317739,-0.240733,-0.168434,0.053985,-0.366736,-0.234566,0.513392,-0.219702,-0.211926,0.078539,-0.303393,-0.156143,0.037416,-0.152266,-0.076255,0.988712,-0.376912
135,1.350000,0.079889,0.980694,-0.171889,0.175450,0.698189,-0.204285,0.162361,0.336069,-0.255277,0.089693,0.058393,-0.370172,0.126612,0.501085,-0.224991,0.131044,0.069400,-0.312689,0.077202,0.039357,-0.162354,-0.207679,0.976499,-0.155147,-0.285778,0.690526,-0.212802,-0.262541,0.317496,-0.239967,-0.168476,0.054000,-0.366715,-0.234831,0.513074,-0.218810,-0.212060,0.078502,-0.303232,-0.156131,0.037479,-0.152274,-0.076921,0.988378,-0.377209
136,1.360000,0.079124,0.980600,-0.172021,0.174995,0.698246,-0.204022,0.162192,0.336058,-0.254751,0.089679,0.058450,-0.370154,0.126341,0.501035,-0.224334,0.131032,0.069422,-0.312647,0.077195,0.039338,-0.162345,-0.208435,0.976325,-0.155400,-0.286227,0.690175,-0.212459,-0.262736,0.317245,-0.239280,-0.168523,0.054017,-0.366701,-0.235133,0.512776,-0.218002,-0.212224,0.078469,-0.303060,-0.156126,0.037510,-0.152284,-0.077583,0.988061,-0.377496
137,1.370000,0.078390,0.980604,-0.172178,0.174522,0.698311,-0.203724,0.162015,0.336071,-0.254202,0.089669,0.058513,-0.370132,0.126070,0.500993,-0.223630,0.131004,0.069449,-0.312593,0.077181,0.039300,-0.162330,-0.209197,0.976158,-0.155647,-0.286682,0.689828,-0.212178,-0.262949,0.316986,-0.238665,-0.168578,0.054039,-0.366689,-0.235462,0.512495,-0.217282,-0.212382,0.078428,-0.302903,-0.156131,0.037505,-0.152296,-0.078264,0.987772,-0.377777
138,1.380000,0.077669,0.980714,-0.172368,0.174022,0.698380,-0.203383,0.161823,0.336091,-0.253621,0.089658,0.058581,-0.370104,0.125786,0.500950,-0.222881,0.130952,0.069486,-0.312531,0.077161,0.039255,-0.162311,-0.209968,0.976007,-0.155896,-0.287147,0.689491,-0.211943,-0.263184,0.316724,-0.238115,-0.168646,0.054066,-0.366676,-0.235821,0.512241,-0.216643,-0.212472,0.078333,-0.302787,-0.156153,0.037457,-0.152309,-0.078973,0.987499,-0.378035
139,1.390000,0.076924,0.980893,-0.172584,0.173492,0.698445,-0.202995,0.161617,0.336109,-0.253012,0.089646,0.058652,-0.370071,0.125475,0.500900,-0.222094,0.130887,0.069540,-0.312461,0.077144,0.039213,-0.162289,-0.210747,0.975881,-0.156153,-0.287638,0.689179,-0.211733,-0.263441,0.316468,-0.237625,-0.168724,0.054091,-0.366661,-0.236220,0.512028,-0.216077,-0.212470,0.078178,-0.302729,-0.156196,0.037361,-0.152323,-0.079713,0.987225,-0.378259
140,1.400000,0.076138,0.981039,-0.172777,0.172936,0.698498,-0.202561,0.161407,0.336123,-0.252373,0.089629,0.058725,-0.370032,0.125128,0.500851,-0.221282,0.130826,0.069610,-0.312383,0.077124,0.039188,-0.162273,-0.211534,0.975783,-0.156420,-0.288164,0.688905,-0.211532,-0.263718,0.316226,-0.237192,-0.168800,0.054105,-0.366645,-0.236686,0.511869,-0.215569,-0.212459,0.078039,-0.302717,-0.156250,0.037260,-0.152337,-0.080474,0.986934,-0.378457
141,1.410000,0.075326,0.981102,-0.172924,0.172365,0.698539,-0.202086,0.161197,0.336135,-0.251703,0.089602,0.058809,-0.369992,0.124737,0.500808,-0.220451,0.130780,0.069689,-0.312301,0.077097,0.039191,-0.162268,-0.212328,0.975710,-0.156698,-0.288712,0.688668,-0.211335,-0.264015,0.316000,-0.236812,-0.168869,0.054106,-0.366624,-0.237202,0.511746,-0.215109,-0.212483,0.077938,-0.302717,-0.156301,0.037196,-0.152350,-0.081226,0.986626,-0.378661
142,1.420000,0.074495,0.981081,-0.173043,0.171776,0.698574,-0.201576,0.160983,0.336140,-0.251009,0.089566,0.058904,-0.369953,0.124308,0.500772,-0.219608,0.130759,0.069757,-0.312212,0.077064,0.039225,-0.162273,-0.213132,0.975650,-0.156991,-0.289274,0.688451,-0.211144,-0.264327,0.315788,-0.236478,-0.168936,0.054108,-0.366595,-0.237710,0.511611,-0.214692,-0.212528,0.077848,-0.302708,-0.156357,0.037160,-0.152360,-0.081953,0.986308,-0.378892
143,1.430000,0.073640,0.980977,-0.173137,0.171160,0.698612,-0.201036,0.160762,0.336136,-0.250309,0.089524,0.059006,-0.369917,0.123852,0.500744,-0.218772,0.130761,0.069813,-0.312117,0.077032,0.039273,-0.162281,-0.213957,0.975587,-0.157299,-0.289856,0.688246,-0.210964,-0.264642,0.315578,-0.236186,-0.169003,0.054114,-0.366561,-0.238196,0.511449,-0.214309,-0.212585,0.077758,-0.302685,-0.156425,0.037145,-0.152365,-0.082672,0.985984,-0.379134
144,1.440000,0.072754,0.980845,-0.173227,0.170513,0.698649,-0.200476,0.160526,0.336132,-0.249627,0.089483,0.059112,-0.369886,0.123376,0.500723,-0.217950,0.130772,0.069871,-0.312015,0.077007,0.039297,-0.162274,-0.214810,0.975514,-0.157622,-0.290477,0.688053,-0.210805,-0.264952,0.315367,-0.235921,-0.169057,0.054114,-0.366527,-0.238671,0.511267,-0.213943,-0.212651,0.077657,-0.302650,-0.156505,0.037114,-0.152376,-0.083393,0.985657,-0.379382
145,1.450000,0.071856,0.980785,-0.173363,0.169830,0.698686,-0.199906,0.160267,0.336135,-0.248978,0.089446,0.059221,-0.369857,0.122889,0.500708,-0.217136,0.130776,0.069941,-0.311908,0.076983,0.039281,-0.162247,-0.215695,0.975433,-0.157961,-0.291114,0.687864,-0.210666,-0.265263,0.315167,-0.235660,-0.169103,0.054112,-0.366496,-0.239129,0.511060,-0.213577,-0.212727,0.077541,-0.302599,-0.156585,0.037048,-0.152398,-0.084128,0.985348,-0.379642
146,1.460000,0.070974,0.980839,-0.173561,0.169101,0.698726,-0.199334,0.159984,0.336138,-0.248353,0.089409,0.059339,-0.369825,0.122389,0.500699,-0.216327,0.130753,0.070026,-0.311804,0.076954,0.039243,-0.162211,-0.216604,0.975350,-0.158314,-0.291723,0.687655,-0.210531,-0.265577,0.314969,-0.235387,-0.169150,0.054121,-0.366470,-0.239584,0.510835,-0.213197,-0.212811,0.077408,-0.302527,-0.156647,0.036950,-0.152417,-0.084888,0.985065,-0.379919
147,1.470000,0.070092,0.980958,-0.173793,0.168329,0.698773,-0.198766,0.159674,0.336119,-0.247735,0.089365,0.059471,-0.369787,0.121866,0.500690,-0.215521,0.130693,0.070123,-0.311709,0.076925,0.039211,-0.162181,-0.217531,0.975266,-0.158684,-0.292317,0.687429,-0.210401,-0.265876,0.314751,-0.235101,-0.169196,0.054147,-0.366453,-0.240046,0.510606,-0.212795,-0.212905,0.077284,-0.302440,-0.156693,0.036822,-0.152424,-0.085671,0.984795,-0.380228
148,1.480000,0.069162,0.981056,-0.174016,0.167525,0.698819,-0.198211,0.159345,0.336069,-0.247117,0.089316,0.059611,-0.369746,0.121315,0.500669,-0.214713,0.130595,0.070225,-0.311621,0.076902,0.039193,-0.162161,-0.218474,0.975175,-0.159072,-0.292944,0.687218,-0.210286,-0.266146,0.314501,-0.234808,-0.169240,0.054186,-0.366441,-0.240511,0.510384,-0.212371,-0.213004,0.077187,-0.302359,-0.156728,0.036709,-0.152429,-0.086468,0.984519,-0.380573
149,1.490000,0.068182,0.981087,-0.174229,0.166708,0.698852,-0.197673,0.159012,0.336004,-0.246499,0.089272,0.059741,-0.369703,0.120735,0.500637,-0.213908,0.130471,0.070335,-0.311540,0.076887,0.039185,-0.162148,-0.219429,0.975075,-0.159480,-0.293610,0.687020,-0.210185,-0.266383,0.314212,-0.234510,-0.169281,0.054222,-0.366422,-0.240998,0.510183,-0.211929,-0.213096,0.077110,-0.302290,-0.156736,0.036649,-0.152449,-0.087269,0.984219,-0.380948
150,1.500000,0.067177,0.981044,-0.174452,0.165898,0.698861,-0.197154,0.158680,0.335944,-0.245880,0.089238,0.059856,-0.369663,0.120125,0.500603,-0.213118,0.130352,0.070451,-0.311459,0.076881,0.039189,-0.162142,-0.220399,0.974965,-0.159905,-0.294275,0.686800,-0.210088,-0.266611,0.313903,-0.234189,-0.169312,0.054242,-0.366392,-0.241504,0.509989,-0.211463,-0.213177,0.077052,-0.302236,-0.156719,0.036641,-0.152485,-0.088066,0.983877,-0.381354
151,1.510000,0.066162,0.980919,-0.174696,0.165103,0.698845,-0.196655,0.158343,0.335909,-0.245263,0.089204,0.059967,-0.369625,0.119485,0.500566,-0.212339,0.130264,0.070558,-0.311374,0.076879,0.039216,-0.162146,-0.221384,0.974845,-0.160353,-0.294923,0.686542,-0.209980,-0.266845,0.313596,-0.233832,-0.169331,0.054243,-0.366350,-0.242008,0.509780,-0.210966,-0.213243,0.077000,-0.302196,-0.156703,0.036681,-0.152528,-0.088855,0.983493,-0.381793
152,1.520000,0.065141,0.980705,-0.174960,0.164318,0.698826,-0.196178,0.158000,0.335909,-0.244648,0.089158,0.060088,-0.369587,0.118819,0.500525,-0.211566,0.130217,0.070649,-0.311283,0.076875,0.039262,-0.162154,-0.222381,0.974714,-0.160835,-0.295556,0.686242,-0.209853,-0.267080,0.313291,-0.233436,-0.169347,0.054243,-0.366302,-0.242501,0.509546,-0.210437,-0.213291,0.076941,-0.302166,-0.156707,0.036764,-0.152565,-0.089644,0.983080,-0.382266
153,1.530000,0.064109,0.980451,-0.175270,0.163535,0.698821,-0.195728,0.157667,0.335931,-0.244029,0.089095,0.060228,-0.369543,0.118126,0.500479,-0.210793,0.130205,0.070730,-0.311181,0.076862,0.039302,-0.162154,-0.223382,0.974570,-0.161356,-0.296185,0.685908,-0.209703,-0.267365,0.313023,-0.232975,-0.169362,0.054254,-0.366251,-0.242975,0.509282,-0.209877,-0.213327,0.076870,-0.302141,-0.156737,0.036882,-0.152584,-0.090447,0.982642,-0.382775
154,1.540000,0.063062,0.980251,-0.175683,0.162752,0.698832,-0.195308,0.157356,0.335953,-0.243390,0.089017,0.060392,-0.369490,0.117405,0.500427,-0.210021,0.130201,0.070819,-0.311073,0.076838,0.039320,-0.162142,-0.224381,0.974413,-0.161916,-0.296821,0.685555,-0.209536,-0.267715,0.312805,-0.232454,-0.169370,0.054270,-0.366199,-0.243437,0.508990,-0.209284,-0.213356,0.076787,-0.302107,-0.156777,0.037024,-0.152592,-0.091270,0.982179,-0.383323
155,1.550000,0.062019,0.980140,-0.176216,0.161961,0.698855,-0.194920,0.157054,0.335976,-0.242733,0.088934,0.060573,-0.369430,0.116668,0.500374,-0.209245,0.130173,0.070920,-0.310966,0.076806,0.039309,-0.162119,-0.225373,0.974241,-0.162515,-0.297461,0.685200,-0.209364,-0.268053,0.312579,-0.231921,-0.169372,0.054295,-0.366150,-0.243907,0.508680,-0.208656,-0.213381,0.076696,-0.302061,-0.156797,0.037161,-0.152598,-0.092116,0.981694,-0.383913
